"Nível";"Cód.";"Brasil e Município";"Grupo de idade";"Católica Apostólica Romana";"Evangélicas";"Espírita";"Umbanda e Candomblé";"Tradições indígenas";"Outras religiosidades";"Sem religião";"Não sabe";"Sem declaração"
"MU";"2408706";"Paraú (RN)";"Total";"2416";"645";"-";"8";"-";"9";"133";"-";"-"
"MU";"2408805";"Parazinho (RN)";"Total";"2794";"966";"4";"-";"-";"81";"231";"-";"-"
"MU";"2408904";"Parelhas (RN)";"Total";"14683";"2554";"26";"25";"-";"272";"1216";"-";"-"
"MU";"2408953";"Rio do Fogo (RN)";"Total";"6976";"1487";"-";"-";"-";"63";"251";"-";"10"
"MU";"2409100";"Passa e Fica (RN)";"Total";"7961";"1108";"16";"5";"-";"34";"331";"-";"-"
"MU";"2409209";"Passagem (RN)";"Total";"1990";"568";"3";"5";"-";"34";"107";"-";"-"
"MU";"2409308";"Patu (RN)";"Total";"7915";"1433";"11";"14";"-";"129";"239";"-";"6"
"MU";"2409332";"Santa Maria (RN)";"Total";"3241";"668";"-";"2";"-";"22";"232";"3";"-"
"MU";"2409407";"Pau dos Ferros (RN)";"Total";"20412";"3990";"244";"67";"-";"673";"1374";"8";"37"
"MU";"2409506";"Pedra Grande (RN)";"Total";"2340";"497";"12";"-";"-";"45";"165";"6";"2"
"MU";"2409605";"Pedra Preta (RN)";"Total";"1635";"395";"3";"-";"-";"-";"95";"-";"10"
"MU";"2409704";"Pedro Avelino (RN)";"Total";"4025";"739";"-";"15";"-";"55";"558";"-";"5"
"MU";"2409803";"Pedro Velho (RN)";"Total";"8480";"2262";"44";"-";"-";"248";"735";"-";"-"
"MU";"2409902";"Pendências (RN)";"Total";"8408";"1747";"-";"10";"4";"147";"418";"-";"8"
"MU";"2410009";"Pilões (RN)";"Total";"2104";"425";"3";"-";"-";"32";"90";"-";"-"
"MU";"2410108";"Poço Branco (RN)";"Total";"9048";"1246";"39";"6";"-";"82";"326";"-";"8"
"MU";"2410207";"Portalegre (RN)";"Total";"5483";"929";"8";"9";"-";"104";"196";"-";"-"
"MU";"2410256";"Porto do Mangue (RN)";"Total";"2844";"1128";"-";"3";"3";"99";"373";"-";"-"
"MU";"2410306";"Serra Caiada (RN)";"Total";"6226";"1466";"9";"5";"-";"113";"803";"-";"10"
"MU";"2410405";"Pureza (RN)";"Total";"6003";"1580";"18";"4";"-";"64";"243";"-";"-"
"MU";"2410504";"Rafael Fernandes (RN)";"Total";"3859";"636";"6";"4";"-";"60";"229";"-";"-"
"MU";"2410603";"Rafael Godeiro (RN)";"Total";"2191";"373";"-";"2";"-";"-";"59";"-";"-"
"MU";"2410702";"Riacho da Cruz (RN)";"Total";"2076";"201";"-";"-";"-";"9";"104";"-";"-"
"MU";"2410801";"Riacho de Santana (RN)";"Total";"3209";"354";"-";"-";"-";"31";"90";"-";"-"
"MU";"2410900";"Riachuelo (RN)";"Total";"5108";"922";"5";"4";"-";"-";"353";"-";"-"
"MU";"2411007";"Rodolfo Fernandes (RN)";"Total";"3335";"324";"2";"4";"-";"40";"39";"-";"-"
"MU";"2411056";"Tibau (RN)";"Total";"3193";"853";"3";"-";"-";"45";"633";"-";"6"
"MU";"2411106";"Ruy Barbosa (RN)";"Total";"2293";"418";"-";"-";"-";"15";"58";"3";"-"
"MU";"2411205";"Santa Cruz (RN)";"Total";"23839";"5719";"128";"42";"-";"464";"1958";"-";"7"
"MU";"2411403";"Santana do Matos (RN)";"Total";"9542";"974";"5";"4";"-";"205";"329";"-";"-"
"MU";"2411429";"Santana do Seridó (RN)";"Total";"1867";"398";"3";"2";"-";"15";"68";"-";"-"
"MU";"2411502";"Santo Antônio (RN)";"Total";"14315";"4139";"42";"64";"-";"368";"406";"-";"10"
"MU";"2411601";"São Bento do Norte (RN)";"Total";"2199";"571";"-";"-";"-";"44";"39";"-";"-"
"MU";"2411700";"São Bento do Trairí (RN)";"Total";"2682";"482";"-";"4";"-";"11";"137";"-";"3"
"MU";"2411809";"São Fernando (RN)";"Total";"2674";"186";"-";"-";"-";"106";"165";"-";"-"
"MU";"2411908";"São Francisco do Oeste (RN)";"Total";"2954";"446";"2";"-";"-";"34";"211";"4";"-"
"MU";"2412005";"São Gonçalo do Amarante (RN)";"Total";"57291";"28831";"648";"188";"28";"3457";"8484";"-";"114"
"MU";"2412104";"São João do Sabugi (RN)";"Total";"4442";"538";"18";"2";"-";"65";"271";"-";"-"
"MU";"2412203";"São José de Mipibu (RN)";"Total";"24821";"10896";"180";"13";"-";"747";"3422";"-";"11"
"MU";"2412302";"São José do Campestre (RN)";"Total";"7721";"1341";"8";"6";"-";"116";"542";"-";"-"
"MU";"2412401";"São José do Seridó (RN)";"Total";"3546";"357";"12";"4";"-";"30";"70";"-";"-"
"MU";"2412500";"São Miguel (RN)";"Total";"18356";"1330";"15";"-";"-";"305";"590";"-";"-"
"MU";"2412559";"São Miguel do Gostoso (RN)";"Total";"6374";"1584";"45";"-";"-";"38";"615";"-";"-"
"MU";"2412609";"São Paulo do Potengi (RN)";"Total";"12144";"1816";"63";"23";"-";"150";"457";"7";"21"
"MU";"2412708";"São Pedro (RN)";"Total";"4302";"492";"5";"23";"-";"52";"145";"-";"4"
"MU";"2412807";"São Rafael (RN)";"Total";"5690";"810";"-";"13";"-";"81";"287";"-";"14"
"MU";"2412906";"São Tomé (RN)";"Total";"7560";"1018";"53";"5";"-";"60";"140";"-";"-"
"MU";"2413003";"São Vicente (RN)";"Total";"4999";"404";"2";"-";"-";"104";"79";"4";"-"
"MU";"2413102";"Senador Elói de Souza (RN)";"Total";"4078";"939";"14";"6";"-";"63";"38";"-";"-"
"MU";"2413201";"Senador Georgino Avelino (RN)";"Total";"2590";"623";"-";"-";"-";"29";"160";"-";"-"
"MU";"2413300";"Serra de São Bento (RN)";"Total";"4253";"519";"4";"3";"-";"38";"123";"-";"-"
"MU";"2413359";"Serra do Mel (RN)";"Total";"5365";"3593";"14";"20";"-";"161";"1880";"-";"5"
"MU";"2413409";"Serra Negra do Norte (RN)";"Total";"5626";"875";"13";"-";"-";"57";"237";"-";"-"
"MU";"2413508";"Serrinha (RN)";"Total";"3954";"1224";"15";"15";"-";"20";"368";"-";"9"
"MU";"2413557";"Serrinha dos Pintos (RN)";"Total";"3061";"869";"5";"5";"-";"86";"86";"-";"-"
"MU";"2413607";"Severiano Melo (RN)";"Total";"4322";"363";"30";"3";"-";"54";"118";"-";"-"
"MU";"2413706";"Sítio Novo (RN)";"Total";"3601";"380";"4";"-";"-";"11";"67";"-";"-"
"MU";"2413805";"Taboleiro Grande (RN)";"Total";"1558";"375";"-";"-";"-";"37";"87";"-";"-"
"MU";"2413904";"Taipu (RN)";"Total";"7768";"1677";"5";"-";"-";"41";"388";"-";"5"
"MU";"2414001";"Tangará (RN)";"Total";"8240";"2213";"14";"-";"-";"204";"734";"-";"7"
"MU";"2414100";"Tenente Ananias (RN)";"Total";"7774";"753";"11";"5";"-";"107";"227";"6";"-"
"MU";"2414159";"Tenente Laurentino Cruz (RN)";"Total";"4169";"595";"-";"-";"-";"104";"195";"-";"-"
"MU";"2414209";"Tibau do Sul (RN)";"Total";"7056";"3358";"128";"50";"15";"1304";"2483";"-";"-"
"MU";"2414308";"Timbaúba dos Batistas (RN)";"Total";"1775";"229";"6";"-";"-";"5";"98";"-";"-"
"MU";"2414407";"Touros (RN)";"Total";"20296";"5587";"137";"23";"-";"759";"1346";"-";"-"
"MU";"2414456";"Triunfo Potiguar (RN)";"Total";"2092";"586";"-";"7";"-";"6";"236";"-";"-"
"MU";"2414506";"Umarizal (RN)";"Total";"7009";"1303";"-";"5";"-";"231";"480";"-";"16"
"MU";"2414605";"Upanema (RN)";"Total";"7595";"3194";"13";"5";"-";"192";"817";"-";"-"
"MU";"2414704";"Várzea (RN)";"Total";"3307";"912";"6";"7";"-";"65";"255";"-";"6"
"MU";"2414753";"Venha-Ver (RN)";"Total";"2316";"190";"3";"69";"-";"14";"60";"-";"-"
"MU";"2414803";"Vera Cruz (RN)";"Total";"6988";"1720";"-";"-";"-";"45";"452";"-";"-"
"MU";"2414902";"Viçosa (RN)";"Total";"1185";"280";"-";"-";"-";"34";"77";"-";"-"
"MU";"2415008";"Vila Flor (RN)";"Total";"1671";"480";"15";"-";"-";"43";"440";"-";"-"
"MU";"2500106";"Água Branca (PB)";"Total";"7379";"549";"-";"-";"-";"14";"151";"-";"-"
"MU";"2500205";"Aguiar (PB)";"Total";"3923";"455";"2";"-";"-";"37";"20";"-";"-"
"MU";"2500304";"Alagoa Grande (PB)";"Total";"17552";"3520";"121";"64";"-";"166";"931";"40";"-"
"MU";"2500403";"Alagoa Nova (PB)";"Total";"14894";"1909";"34";"74";"-";"293";"517";"-";"-"
"MU";"2500502";"Alagoinha (PB)";"Total";"9035";"2021";"3";"29";"6";"116";"452";"-";"-"
"MU";"2500536";"Alcantil (PB)";"Total";"3922";"680";"-";"-";"-";"22";"83";"-";"3"
"MU";"2500577";"Algodão de Jandaíra (PB)";"Total";"2133";"255";"2";"-";"-";"5";"88";"-";"-"
"MU";"2500601";"Alhandra (PB)";"Total";"9994";"5991";"16";"52";"5";"223";"1843";"-";"26"
"MU";"2500700";"São João do Rio do Peixe (PB)";"Total";"13426";"1769";"48";"30";"-";"269";"409";"-";"-"
"MU";"2500734";"Amparo (PB)";"Total";"1710";"131";"-";"11";"-";"15";"56";"-";"-"
"MU";"2500775";"Aparecida (PB)";"Total";"5945";"738";"4";"11";"-";"25";"229";"-";"-"
"MU";"2500809";"Araçagi (PB)";"Total";"12021";"1758";"5";"-";"-";"192";"350";"-";"6"
"MU";"2500908";"Arara (PB)";"Total";"8942";"1438";"9";"10";"-";"102";"190";"-";"-"
"MU";"2501005";"Araruna (PB)";"Total";"11973";"2226";"30";"22";"-";"190";"321";"-";"18"
"MU";"2501104";"Areia (PB)";"Total";"14900";"3254";"105";"125";"-";"171";"896";"-";"-"
"MU";"2501153";"Areia de Baraúnas (PB)";"Total";"1526";"162";"-";"-";"-";"6";"26";"-";"-"
"MU";"2501203";"Areial (PB)";"Total";"5292";"608";"3";"4";"21";"22";"148";"-";"-"
"MU";"2501302";"Aroeiras (PB)";"Total";"13331";"2296";"5";"25";"-";"244";"144";"-";"-"
"MU";"2501351";"Assunção (PB)";"Total";"2475";"683";"-";"6";"-";"188";"129";"-";"-"
"MU";"2501401";"Baía da Traição (PB)";"Total";"4540";"1330";"21";"44";"1171";"139";"362";"9";"6"
"MU";"2501500";"Bananeiras (PB)";"Total";"16895";"2264";"47";"11";"-";"138";"605";"-";"-"
"MU";"2501534";"Baraúna (PB)";"Total";"3215";"688";"-";"3";"-";"70";"174";"-";"-"
"MU";"2501575";"Barra de Santana (PB)";"Total";"6013";"820";"-";"9";"-";"14";"160";"-";"-"
"MU";"2501609";"Barra de Santa Rosa (PB)";"Total";"9409";"1580";"-";"23";"-";"63";"339";"-";"-"
"MU";"2501708";"Barra de São Miguel (PB)";"Total";"4312";"618";"17";"-";"-";"53";"103";"-";"-"
"MU";"2501807";"Bayeux (PB)";"Total";"31730";"23778";"248";"340";"19";"4783";"10358";"9";"15"
"MU";"2501906";"Belém (PB)";"Total";"11019";"2252";"35";"-";"-";"292";"689";"-";"-"
"MU";"2502003";"Belém do Brejo do Cruz (PB)";"Total";"4508";"508";"-";"-";"-";"8";"492";"-";"-"
"MU";"2502052";"Bernardino Batista (PB)";"Total";"2511";"448";"2";"-";"-";"6";"30";"-";"-"
"MU";"2502102";"Boa Ventura (PB)";"Total";"3315";"868";"15";"-";"-";"76";"198";"-";"2"
"MU";"2502151";"Boa Vista (PB)";"Total";"4067";"928";"13";"10";"-";"93";"423";"-";"3"
"MU";"2502201";"Bom Jesus (PB)";"Total";"1643";"278";"-";"-";"-";"27";"65";"-";"-"
"MU";"2502300";"Bom Sucesso (PB)";"Total";"3627";"407";"-";"-";"-";"-";"151";"-";"-"
"MU";"2502409";"Bonito de Santa Fé (PB)";"Total";"7171";"1205";"5";"-";"-";"115";"264";"-";"-"
"MU";"2502508";"Boqueirão (PB)";"Total";"11405";"2895";"10";"5";"-";"204";"590";"-";"-"
"MU";"2502607";"Igaracy (PB)";"Total";"4215";"607";"-";"-";"-";"71";"47";"-";"-"
"MU";"2502706";"Borborema (PB)";"Total";"3192";"240";"95";"-";"-";"10";"108";"-";"-"
"MU";"2502805";"Brejo do Cruz (PB)";"Total";"9933";"1232";"4";"-";"-";"78";"629";"-";"5"
"MU";"2502904";"Brejo dos Santos (PB)";"Total";"2441";"2059";"2";"-";"-";"71";"477";"-";"-"
"MU";"2503001";"Caaporã (PB)";"Total";"6531";"7199";"25";"20";"-";"586";"3189";"-";"63"
"MU";"2503100";"Cabaceiras (PB)";"Total";"3397";"953";"11";"-";"-";"31";"263";"-";"-"
"MU";"2503209";"Cabedelo (PB)";"Total";"31459";"16752";"846";"364";"10";"2602";"4824";"63";"33"
"MU";"2503308";"Cachoeira dos Índios (PB)";"Total";"7048";"638";"16";"13";"-";"70";"106";"-";"-"
"MU";"2503407";"Cacimba de Areia (PB)";"Total";"2346";"287";"8";"21";"-";"18";"131";"-";"-"
"MU";"2503506";"Cacimba de Dentro (PB)";"Total";"11911";"1400";"49";"14";"-";"99";"382";"-";"21"
"MU";"2503555";"Cacimbas (PB)";"Total";"4771";"792";"-";"-";"-";"29";"299";"-";"3"
"MU";"2503605";"Caiçara (PB)";"Total";"4734";"806";"14";"16";"-";"23";"132";"-";"-"
"MU";"2503704";"Cajazeiras (PB)";"Total";"44318";"6683";"311";"260";"-";"1082";"2774";"-";"48"
"MU";"2503753";"Cajazeirinhas (PB)";"Total";"2179";"183";"1";"-";"-";"8";"18";"-";"-"
"MU";"2503803";"Caldas Brandão (PB)";"Total";"3627";"822";"-";"1";"-";"60";"355";"-";"-"
"MU";"2503902";"Camalaú (PB)";"Total";"4475";"522";"11";"-";"-";"57";"203";"-";"6"
"MU";"2504009";"Campina Grande (PB)";"Total";"205207";"103768";"5222";"1298";"113";"16565";"31188";"-";"466"
"MU";"2504033";"Capim (PB)";"Total";"4260";"831";"-";"16";"-";"30";"646";"-";"4"
"MU";"2504074";"Caraúbas (PB)";"Total";"3103";"204";"-";"3";"-";"66";"93";"-";"2"
"MU";"2504108";"Carrapateira (PB)";"Total";"1840";"162";"-";"-";"-";"4";"15";"-";"8"
"MU";"2504157";"Casserengue (PB)";"Total";"5532";"343";"-";"6";"-";"10";"100";"-";"-"
"MU";"2504207";"Catingueira (PB)";"Total";"3402";"364";"8";"-";"-";"20";"69";"3";"-"
"MU";"2504306";"Catolé do Rocha (PB)";"Total";"20930";"4846";"40";"29";"-";"139";"817";"-";"-"
"MU";"2504355";"Caturité (PB)";"Total";"3611";"730";"4";"-";"-";"16";"149";"-";"-"
"MU";"2504405";"Conceição (PB)";"Total";"14047";"1397";"27";"5";"-";"168";"196";"-";"4"
"MU";"2504504";"Condado (PB)";"Total";"4997";"481";"3";"3";"-";"92";"114";"-";"-"
"MU";"2504603";"Conde (PB)";"Total";"13225";"6820";"97";"220";"12";"994";"1746";"-";"-"
"MU";"2504702";"Congo (PB)";"Total";"3674";"393";"24";"4";"-";"37";"179";"-";"-"
"MU";"2504801";"Coremas (PB)";"Total";"10461";"1919";"5";"5";"-";"161";"154";"-";"-"
"MU";"2504850";"Coxixola (PB)";"Total";"1407";"157";"-";"-";"-";"12";"55";"-";"2"
"MU";"2504900";"Cruz do Espírito Santo (PB)";"Total";"8869";"3882";"1";"11";"-";"337";"1378";"-";"30"
"MU";"2505006";"Cubati (PB)";"Total";"5220";"721";"20";"7";"-";"66";"480";"-";"-"
"MU";"2505105";"Cuité (PB)";"Total";"13404";"2094";"72";"32";"-";"475";"1245";"-";"-"
"MU";"2505204";"Cuitegi (PB)";"Total";"4616";"789";"5";"3";"-";"31";"229";"-";"-"
"MU";"2505238";"Cuité de Mamanguape (PB)";"Total";"3791";"473";"15";"3";"-";"807";"255";"-";"-"
"MU";"2505279";"Curral de Cima (PB)";"Total";"4017";"450";"-";"-";"-";"74";"31";"-";"3"
"MU";"2505303";"Curral Velho (PB)";"Total";"1614";"218";"-";"-";"-";"14";"144";"-";"4"
"MU";"2505352";"Damião (PB)";"Total";"3687";"477";"7";"-";"-";"126";"31";"-";"4"
"MU";"2505402";"Desterro (PB)";"Total";"6002";"590";"5";"-";"-";"104";"211";"-";"20"
"MU";"2505501";"Vista Serrana (PB)";"Total";"2719";"406";"3";"2";"-";"5";"46";"-";"-"
"MU";"2505600";"Diamante (PB)";"Total";"4746";"536";"-";"3";"-";"96";"64";"-";"2"
"MU";"2505709";"Dona Inês (PB)";"Total";"7668";"968";"35";"5";"-";"37";"215";"-";"-"
"MU";"2505808";"Duas Estradas (PB)";"Total";"2502";"336";"2";"-";"-";"34";"31";"-";"-"
"MU";"2505907";"Emas (PB)";"Total";"2258";"326";"-";"-";"-";"2";"31";"-";"4"
"MU";"2506004";"Esperança (PB)";"Total";"21620";"3542";"127";"76";"-";"489";"901";"-";"-"
"MU";"2506103";"Fagundes (PB)";"Total";"7151";"1476";"34";"5";"-";"236";"527";"-";"-"
"MU";"2506202";"Frei Martinho (PB)";"Total";"2089";"376";"31";"-";"-";"16";"55";"-";"-"
"MU";"2506251";"Gado Bravo (PB)";"Total";"5727";"853";"24";"11";"-";"90";"258";"-";"-"
"MU";"2506301";"Guarabira (PB)";"Total";"35755";"10316";"286";"53";"-";"896";"2214";"-";"17"
"MU";"2506400";"Gurinhém (PB)";"Total";"9470";"1797";"16";"4";"-";"115";"333";"15";"-"
"MU";"2506509";"Gurjão (PB)";"Total";"2508";"224";"20";"-";"-";"20";"24";"-";"-"
"MU";"2506608";"Ibiara (PB)";"Total";"4405";"339";"12";"-";"-";"68";"88";"9";"7"
"MU";"2506707";"Imaculada (PB)";"Total";"8152";"609";"23";"5";"-";"13";"100";"-";"13"
"MU";"2506806";"Ingá (PB)";"Total";"11261";"2938";"13";"8";"2";"248";"758";"-";"8"
"MU";"2506905";"Itabaiana (PB)";"Total";"15040";"3903";"58";"109";"-";"444";"543";"-";"-"
"MU";"2507002";"Itaporanga (PB)";"Total";"16932";"2625";"317";"26";"-";"217";"608";"-";"-"
"MU";"2507101";"Itapororoca (PB)";"Total";"11800";"2865";"55";"3";"-";"190";"709";"-";"28"
"MU";"2507200";"Itatuba (PB)";"Total";"6759";"1719";"-";"25";"-";"178";"294";"-";"-"
"MU";"2507309";"Jacaraú (PB)";"Total";"9085";"2216";"6";"-";"-";"153";"904";"10";"43"
"MU";"2507408";"Jericó (PB)";"Total";"5323";"976";"27";"3";"-";"21";"304";"-";"-"
"MU";"2507507";"João Pessoa (PB)";"Total";"402539";"211217";"10339";"4013";"236";"38804";"58588";"210";"437"
"MU";"2507606";"Juarez Távora (PB)";"Total";"5235";"1121";"-";"4";"-";"75";"299";"-";"-"
"MU";"2507705";"Juazeirinho (PB)";"Total";"11370";"2192";"11";"10";"8";"112";"533";"-";"-"
"MU";"2507804";"Junco do Seridó (PB)";"Total";"4927";"667";"62";"6";"4";"42";"160";"-";"2"
"MU";"2507903";"Juripiranga (PB)";"Total";"6425";"1131";"39";"23";"-";"208";"691";"-";"8"
"MU";"2508000";"Juru (PB)";"Total";"7360";"463";"-";"-";"-";"58";"111";"-";"-"
"MU";"2508109";"Lagoa (PB)";"Total";"3035";"599";"-";"-";"-";"80";"152";"-";"-"
"MU";"2508208";"Lagoa de Dentro (PB)";"Total";"5697";"736";"7";"3";"-";"38";"196";"-";"-"
"MU";"2508307";"Lagoa Seca (PB)";"Total";"18505";"4266";"17";"52";"-";"464";"429";"-";"31"
"MU";"2508406";"Lastro (PB)";"Total";"2360";"288";"-";"-";"-";"17";"100";"-";"3"
"MU";"2508505";"Livramento (PB)";"Total";"5110";"714";"4";"-";"-";"16";"42";"-";"5"
"MU";"2508554";"Logradouro (PB)";"Total";"3123";"782";"-";"-";"-";"26";"187";"-";"-"
"MU";"2508604";"Lucena (PB)";"Total";"5989";"2590";"8";"24";"-";"413";"1402";"1";"77"
"MU";"2508703";"Mãe d'Água (PB)";"Total";"2515";"441";"3";"-";"-";"45";"111";"-";"14"
"MU";"2508802";"Malta (PB)";"Total";"4529";"472";"62";"3";"-";"36";"116";"-";"9"
"MU";"2508901";"Mamanguape (PB)";"Total";"23446";"9323";"129";"71";"-";"724";"3795";"-";"13"
"MU";"2509008";"Manaíra (PB)";"Total";"7736";"887";"-";"5";"-";"54";"241";"-";"9"
"MU";"2509057";"Marcação (PB)";"Total";"5289";"1237";"3";"6";"79";"208";"494";"18";"-"
"MU";"2509107";"Mari (PB)";"Total";"14072";"2709";"12";"123";"-";"468";"1150";"-";"-"
"MU";"2509156";"Marizópolis (PB)";"Total";"4311";"1154";"-";"24";"-";"75";"282";"-";"-"
"MU";"2509206";"Massaranduba (PB)";"Total";"9016";"2394";"26";"19";"-";"178";"498";"-";"-"
"MU";"2509305";"Mataraca (PB)";"Total";"3798";"1600";"4";"-";"-";"442";"936";"-";"23"
"MU";"2509339";"Matinhas (PB)";"Total";"3215";"403";"14";"4";"-";"14";"198";"-";"-"
"MU";"2509370";"Mato Grosso (PB)";"Total";"1917";"194";"2";"-";"-";"74";"56";"-";"-"
"MU";"2509396";"Maturéia (PB)";"Total";"4604";"666";"-";"-";"-";"28";"124";"-";"-"
"MU";"2509404";"Mogeiro (PB)";"Total";"9036";"2259";"19";"3";"-";"154";"350";"-";"-"
"MU";"2509503";"Montadas (PB)";"Total";"4019";"645";"3";"3";"-";"63";"198";"-";"-"
"MU";"2509602";"Monte Horebe (PB)";"Total";"3259";"372";"6";"-";"-";"25";"89";"-";"-"
"MU";"2509701";"Monteiro (PB)";"Total";"22347";"3627";"89";"17";"-";"730";"1155";"-";"7"
"MU";"2509800";"Mulungu (PB)";"Total";"6283";"933";"-";"19";"-";"44";"292";"-";"-"
"MU";"2509909";"Natuba (PB)";"Total";"6078";"1308";"3";"-";"-";"63";"262";"-";"7"
"MU";"2510006";"Nazarezinho (PB)";"Total";"5735";"502";"9";"14";"2";"3";"63";"-";"-"
"MU";"2510105";"Nova Floresta (PB)";"Total";"6364";"1428";"25";"-";"-";"63";"535";"-";"-"
"MU";"2510204";"Nova Olinda (PB)";"Total";"4258";"613";"2";"-";"-";"10";"93";"-";"-"
"MU";"2510303";"Nova Palmeira (PB)";"Total";"3385";"259";"4";"-";"-";"23";"99";"-";"-"
"MU";"2510402";"Olho d'Água (PB)";"Total";"4956";"209";"-";"-";"-";"16";"58";"-";"-"
"MU";"2510501";"Olivedos (PB)";"Total";"2836";"231";"-";"-";"-";"8";"70";"-";"-"
"MU";"2510600";"Ouro Velho (PB)";"Total";"2190";"279";"3";"-";"-";"10";"85";"-";"-"
"MU";"2510659";"Parari (PB)";"Total";"1411";"111";"-";"-";"-";"11";"7";"-";"-"
"MU";"2510709";"Passagem (PB)";"Total";"1832";"222";"-";"-";"-";"28";"31";"-";"-"
"MU";"2510808";"Patos (PB)";"Total";"68157";"12840";"533";"567";"13";"2635";"4135";"292";"52"
"MU";"2510907";"Paulista (PB)";"Total";"9245";"920";"-";"-";"-";"47";"151";"-";"-"
"MU";"2511004";"Pedra Branca (PB)";"Total";"2873";"250";"-";"-";"-";"76";"47";"-";"-"
"MU";"2511103";"Pedra Lavrada (PB)";"Total";"5013";"738";"27";"-";"-";"59";"212";"-";"-"
"MU";"2511202";"Pedras de Fogo (PB)";"Total";"15884";"6365";"181";"65";"-";"217";"2602";"-";"26"
"MU";"2511301";"Piancó (PB)";"Total";"12799";"1221";"26";"15";"-";"193";"261";"-";"-"
"MU";"2511400";"Picuí (PB)";"Total";"12476";"2187";"17";"5";"-";"368";"850";"-";"11"
"MU";"2511509";"Pilar (PB)";"Total";"7562";"2008";"4";"6";"-";"158";"722";"-";"-"
"MU";"2511608";"Pilões (PB)";"Total";"4855";"611";"3";"8";"-";"67";"211";"-";"-"
"MU";"2511707";"Pilõezinhos (PB)";"Total";"4252";"154";"-";"5";"-";"7";"54";"-";"-"
"MU";"2511806";"Pirpirituba (PB)";"Total";"6745";"848";"31";"23";"10";"103";"256";"-";"-"
"MU";"2511905";"Pitimbu (PB)";"Total";"6041";"5214";"31";"33";"-";"172";"2546";"-";"26"
"MU";"2512002";"Pocinhos (PB)";"Total";"11903";"2130";"6";"-";"-";"183";"658";"5";"7"
"MU";"2512036";"Poço Dantas (PB)";"Total";"2813";"452";"5";"2";"-";"2";"46";"-";"-"
"MU";"2512077";"Poço de José de Moura (PB)";"Total";"3087";"386";"-";"-";"-";"31";"60";"-";"-"
"MU";"2512101";"Pombal (PB)";"Total";"23766";"3693";"78";"7";"-";"371";"515";"9";"26"
"MU";"2512200";"Prata (PB)";"Total";"2624";"542";"3";"8";"-";"58";"202";"-";"11"
"MU";"2512309";"Princesa Isabel (PB)";"Total";"16227";"1621";"18";"22";"-";"135";"268";"-";"-"
"MU";"2512408";"Puxinanã (PB)";"Total";"9450";"1996";"50";"54";"17";"61";"500";"-";"-"
"MU";"2512507";"Queimadas (PB)";"Total";"28468";"8785";"89";"104";"-";"989";"2017";"-";"35"
"MU";"2512606";"Quixaba (PB)";"Total";"1295";"172";"-";"-";"-";"30";"18";"-";"-"
"MU";"2512705";"Remígio (PB)";"Total";"12672";"1851";"57";"41";"-";"314";"374";"-";"11"
"MU";"2512721";"Pedro Régis (PB)";"Total";"3923";"568";"35";"14";"-";"26";"402";"-";"-"
"MU";"2512747";"Riachão (PB)";"Total";"2222";"250";"-";"3";"-";"14";"23";"-";"-"
"MU";"2512754";"Riachão do Bacamarte (PB)";"Total";"3118";"639";"4";"38";"-";"79";"208";"-";"2"
"MU";"2512762";"Riachão do Poço (PB)";"Total";"3300";"637";"-";"2";"-";"52";"43";"-";"-"
"MU";"2512788";"Riacho de Santo Antônio (PB)";"Total";"1361";"203";"2";"-";"-";"49";"52";"-";"-"
"MU";"2512804";"Riacho dos Cavalos (PB)";"Total";"5832";"998";"-";"-";"-";"421";"156";"-";"-"
"MU";"2512903";"Rio Tinto (PB)";"Total";"14103";"4813";"51";"70";"26";"723";"1113";"-";"19"
"MU";"2513000";"Salgadinho (PB)";"Total";"2473";"388";"-";"-";"-";"23";"52";"-";"-"
"MU";"2513109";"Salgado de São Félix (PB)";"Total";"8327";"1405";"5";"25";"3";"52";"230";"-";"-"
"MU";"2513158";"Santa Cecília (PB)";"Total";"5689";"657";"11";"-";"-";"36";"144";"3";"-"
"MU";"2513208";"Santa Cruz (PB)";"Total";"4907";"306";"7";"-";"-";"15";"24";"-";"3"
"MU";"2513307";"Santa Helena (PB)";"Total";"4489";"652";"8";"-";"-";"23";"45";"-";"-"
"MU";"2513356";"Santa Inês (PB)";"Total";"2581";"184";"5";"-";"-";"6";"15";"4";"-"
"MU";"2513406";"Santa Luzia (PB)";"Total";"10795";"1365";"113";"6";"-";"299";"452";"-";"25"
"MU";"2513505";"Santana de Mangueira (PB)";"Total";"3746";"518";"3";"11";"-";"7";"89";"-";"-"
"MU";"2513604";"Santana dos Garrotes (PB)";"Total";"5177";"514";"-";"-";"-";"23";"67";"-";"-"
"MU";"2513653";"Joca Claudino (PB)";"Total";"1949";"255";"-";"-";"-";"6";"32";"-";"-"
"MU";"2513703";"Santa Rita (PB)";"Total";"55216";"43460";"187";"428";"9";"8268";"19139";"-";"74"
"MU";"2513802";"Santa Teresinha (PB)";"Total";"3518";"263";"4";"-";"-";"36";"67";"-";"-"
