uf;municipio;lat;long;population;catolica-apostolica-romana;evangelicas;espirita;umbanda-e-candomble;tradicoes-indigenas;outras-religiosidades;sem-religiao;nao-sabe;sem-declaracao
SP;Tejupá;-23.3405917463;-49.3774419611;3585;72.748;21.339;0.139;0.0;0.0;1.423;4.24;0.0;0.112
SP;Teodoro Sampaio;-22.531007;-52.1711948222;19067;61.195;33.162;0.729;0.184;0.0;2.061;2.628;0.0;0.042
SP;Terra Roxa;-20.7878416567;-48.3415361372;7010;66.79;25.292;0.243;0.057;0.0;3.638;3.723;0.0;0.257
SP;Tietê;-23.097889485;-47.711472528;33464;69.02;21.073;0.899;0.371;0.0;2.884;5.752;0.0;0.0
SP;Timburi;-23.202363383;-49.6035428949;2211;70.556;20.76;0.271;0.0;0.0;3.076;5.337;0.0;0.0
SP;Torre de Pedra;-23.2437695273;-48.1982388399;1819;25.014;59.428;0.55;0.275;0.0;4.178;10.555;0.0;0.0
SP;Torrinha;-22.4274936147;-48.1721575851;8249;77.779;16.851;0.509;0.23;0.0;1.188;2.849;0.109;0.485
SP;Trabiju;-22.0380736471;-48.3401833938;1484;64.555;21.968;0.472;1.887;0.0;3.302;7.008;0.0;0.809
SP;Tremembé;-22.9604152054;-45.5507468823;45520;55.134;24.508;2.036;1.52;0.0;5.2;7.726;0.0;3.875
SP;Três Fronteiras;-20.2280128034;-50.8848827855;6006;56.394;32.95;1.848;0.599;0.0;2.997;5.211;0.0;0.0
SP;Tuiuti;-22.8147561552;-46.6970238595;6052;68.225;24.025;0.578;1.14;0.0;5.271;0.76;0.0;0.0
SP;Tupã;-21.93482151;-50.5140064217;57126;55.304;32.108;3.407;0.187;0.0;2.466;6.246;0.0;0.282
SP;Tupi Paulista;-21.3863953177;-51.576720576;14438;64.829;22.891;2.161;1.205;0.0;1.364;7.501;0.048;0.0
SP;Turiúba;-20.9502350892;-50.1094417505;1625;72.554;19.015;2.892;0.308;0.0;1.231;3.323;0.0;0.677
SP;Turmalina;-20.0512686173;-50.4777294315;1550;74.903;16.903;1.806;0.323;0.452;1.742;3.871;0.0;0.0
SP;Ubarana;-21.1624709998;-49.7196723942;4648;60.327;29.41;0.237;0.108;0.0;2.496;6.992;0.0;0.43
SP;Ubatuba;-23.4359649805;-45.0720914755;80977;40.846;32.465;2.446;1.588;0.228;7.381;14.755;0.026;0.264
SP;Ubirajara;-22.5238354502;-49.6632716656;4395;55.631;39.477;0.068;0.068;0.0;1.388;3.094;0.0;0.273
SP;Uchoa;-20.9533463993;-49.177669535;9291;66.871;21.074;3.552;1.098;0.0;3.52;3.885;0.0;0.0
SP;União Paulista;-20.8877689994;-49.8973935791;1371;75.638;21.007;0.802;0.219;0.0;0.584;1.751;0.0;0.0
SP;Urânia;-20.2462640967;-50.6418001541;7929;68.432;24.555;1.526;0.277;0.0;1.967;3.241;0.0;0.0
SP;Uru;-21.7863136524;-49.2832016014;1220;55.902;33.852;0.574;0.164;0.0;0.492;9.016;0.0;0.0
SP;Urupês;-21.2004188127;-49.2907298494;12328;70.271;22.721;1.444;0.3;0.0;1.687;3.577;0.0;0.0
SP;Valentim Gentil;-20.4233702919;-50.0858682817;12288;60.807;25.952;4.264;0.236;0.0;4.159;4.5;0.0;0.081
SP;Valinhos;-22.971244;-46.9966300276;112915;56.034;23.886;3.504;1.188;0.0;6.619;8.626;0.038;0.105
SP;Valparaíso;-21.2255752829;-50.869308119;21318;49.249;41.134;0.919;0.291;0.0;1.858;6.511;0.0;0.038
SP;Vargem;-22.8848804238;-46.4116002331;9114;61.773;27.573;0.658;0.307;0.0;4.246;5.047;0.208;0.187
SP;Vargem Grande do Sul;-21.835866;-46.8956089148;35382;63.73;27.254;1.786;0.5;0.0;2.758;3.589;0.0;0.382
SP;Vargem Grande Paulista;-23.6153025;-47.0196477841;43785;50.855;25.797;1.82;1.304;0.0;6.176;13.945;0.075;0.027
SP;Várzea Paulista;-23.2144665;-46.8298902239;100852;52.595;31.229;0.598;0.899;0.044;3.574;10.908;0.029;0.125
SP;Vera Cruz;-22.2247483148;-49.8217816546;9052;71.465;20.261;0.829;0.243;0.0;3.005;3.922;0.0;0.276
SP;Vinhedo;-23.0305383241;-46.9764763091;67737;57.999;24.179;3.571;0.688;0.034;6.121;7.346;0.0;0.062
SP;Viradouro;-20.872314;-48.2966628796;15288;54.86;34.386;0.451;0.347;0.039;4.729;5.115;0.0;0.072
SP;Vista Alegre do Alto;-21.1671540847;-48.6301713572;6986;62.625;27.526;0.344;0.172;0.0;1.847;7.486;0.0;0.0
SP;Vitória Brasil;-20.1987385745;-50.4808069702;1620;68.642;28.765;0.062;0.309;0.0;1.296;0.926;0.0;0.0
SP;Votorantim;-23.541871206;-47.449738058;111679;44.777;38.78;1.198;0.94;0.025;5.126;9.033;0.0;0.121
SP;Votuporanga;-20.41947;-49.9746720152;85695;54.61;28.843;5.52;0.547;0.0;4.488;5.872;0.074;0.047
SP;Zacarias;-21.050110435;-50.0557395185;2382;65.617;25.483;0.252;0.168;0.0;2.897;4.786;0.0;0.798
SP;Chavantes;-23.0320056319;-49.7139361487;10665;55.809;35.565;0.572;0.056;0.0;2.757;5.045;0.0;0.197
SP;Estiva Gerbi;-22.2745889131;-46.9536026904;9861;59.842;30.392;1.116;0.081;0.0;4.006;4.462;0.101;0.0
PR;Abatiá;-23.3004940371;-50.3125265829;6296;81.925;14.311;0.238;0.032;0.842;0.794;1.858;0.0;0.0
PR;Adrianópolis;-24.6616897055;-48.9917545384;5430;38.877;47.551;0.221;0.092;0.0;3.131;9.374;0.0;0.755
PR;Agudos do Sul;-25.9906180906;-49.3387018846;8773;66.636;26.388;0.388;0.296;0.0;2.018;4.274;0.0;0.0
PR;Almirante Tamandaré;-25.3133776023;-49.3003198184;101636;52.994;33.071;0.975;0.988;0.003;4.446;7.381;0.036;0.105
PR;Altamira do Paraná;-24.8010001635;-52.7098074467;3136;81.633;16.39;0.0;0.096;0.0;0.128;1.69;0.064;0.0
PR;Altônia;-23.8708814058;-53.8919738559;16535;74.345;21.76;0.538;0.0;0.0;0.581;2.655;0.0;0.121
PR;Alto Paraná;-23.1271208306;-52.3216824441;12012;76.457;17.99;0.316;0.042;0.0;2.431;2.764;0.0;0.0
PR;Alto Piquiri;-24.0190125564;-53.4412490789;8463;79.251;15.609;0.106;0.083;0.0;1.111;3.639;0.0;0.201
PR;Alvorada do Sul;-22.7803787674;-51.2292163306;9137;78.636;17.292;0.438;0.317;0.0;0.711;2.539;0.066;0.0
PR;Amaporã;-23.0973702882;-52.7867873506;4147;73.668;19.87;0.096;0.434;0.0;3.931;1.736;0.0;0.265
PR;Ampére;-25.9170684653;-53.4732567447;16958;84.556;12.879;0.035;0.242;0.0;1.28;0.979;0.0;0.029
PR;Anahy;-24.6475824586;-53.1333198287;2576;83.385;12.267;0.0;0.116;0.0;0.776;3.455;0.0;0.0
PR;Andirá;-23.0517516547;-50.2264075987;17616;70.595;21.861;0.29;0.182;0.0;2.259;4.78;0.0;0.034
PR;Ângulo;-23.192903865;-51.9173646798;2790;68.1;26.165;0.43;0.0;0.0;1.971;3.333;0.0;0.0
PR;Antonina;-25.4301661323;-48.7129000617;15742;41.304;41.666;0.883;1.531;0.0;4.326;10.151;0.019;0.121
PR;Antônio Olinto;-25.98670578;-50.197947244;6194;86.003;11.043;0.113;0.42;0.0;1.405;1.017;0.0;0.0
PR;Apucarana;-23.551592985;-51.4599851424;113680;63.371;27.566;0.719;0.16;0.017;3.126;4.715;0.288;0.039
PR;Arapongas;-23.413516532;-51.4382797347;104084;65.012;26.896;0.665;0.364;0.009;2.912;4.035;0.0;0.108
PR;Arapoti;-24.1465691652;-49.8248285017;22079;66.701;29.123;0.0;0.0;0.0;1.024;3.062;0.0;0.091
PR;Arapuã;-24.3087023864;-51.7913175643;3130;83.45;14.249;0.0;0.0;0.0;0.383;1.917;0.0;0.0
PR;Araruna;-23.9282009506;-52.4996181031;12642;77.456;20.171;0.0;0.071;0.0;0.997;1.21;0.0;0.095
PR;Araucária;-25.591645;-49.4019396967;130119;55.032;31.646;0.951;1.034;0.0;4.131;7.035;0.063;0.107
PR;Ariranha do Ivaí;-24.3832887448;-51.5879178389;2080;82.404;16.01;0.0;0.0;0.0;0.192;1.394;0.0;0.0
PR;Assaí;-23.3727179051;-50.8416234863;12271;64.648;25.018;0.587;0.187;0.0;4.531;4.955;0.0;0.073
PR;Assis Chateaubriand;-24.4085300849;-53.5212369274;32324;78.038;17.021;0.269;0.22;0.096;1.355;3.001;0.0;0.0
PR;Astorga;-23.236711965;-51.6696792625;22386;67.252;27.115;0.518;0.058;0.0;2.636;2.35;0.0;0.071
PR;Atalaia;-23.1515870955;-52.0557011365;3575;78.881;15.497;0.0;0.0;0.0;3.608;1.762;0.0;0.252
PR;Balsa Nova;-25.5784978075;-49.6317559904;11574;67.66;26.896;0.622;0.259;0.026;1.832;2.67;0.0;0.035
PR;Bandeirantes;-23.0924805;-50.3718730229;27493;70.858;24.053;0.291;0.24;0.0;1.87;2.55;0.0;0.138
PR;Barbosa Ferraz;-24.0277154653;-52.0071166854;9592;75.334;20.757;0.198;0.104;0.052;0.521;3.034;0.0;0.0
PR;Barracão;-26.2526028442;-53.6350002653;8398;71.469;22.815;0.322;0.119;0.0;1.739;3.537;0.0;0.0
PR;Barra do Jacaré;-23.1205927281;-50.1877367616;2481;82.144;16.123;0.0;0.0;0.0;0.766;0.967;0.0;0.0
PR;Bela Vista da Caroba;-25.8794933223;-53.6660426285;3554;75.295;23.467;0.0;0.0;0.0;0.0;1.238;0.0;0.0
PR;Bela Vista do Paraíso;-22.9920875312;-51.1941450329;13083;74.608;20.76;0.764;0.038;0.0;1.223;2.606;0.0;0.0
PR;Bituruna;-26.1607944758;-51.5565252575;13187;77.387;19.383;0.0;0.083;0.045;1.213;1.888;0.0;0.0
PR;Boa Esperança;-24.2394931592;-52.7927774593;4026;82.812;14.903;0.05;0.099;0.0;1.093;1.043;0.0;0.0
PR;Boa Esperança do Iguaçu;-25.6358731594;-53.2171600749;2137;89.518;9.92;0.0;0.0;0.0;0.187;0.374;0.0;0.0
PR;Boa Ventura de São Roque;-24.8785175862;-51.539373837;5491;85.613;12.821;0.109;0.0;0.0;0.364;1.038;0.0;0.055
PR;Boa Vista da Aparecida;-25.4304049443;-53.411736489;6831;81.745;15.883;0.19;0.029;0.0;0.805;1.303;0.0;0.044
PR;Bocaiúva do Sul;-25.2149015837;-49.1057874828;11302;57.105;36.586;0.186;0.487;0.0;1.77;3.283;0.0;0.584
PR;Bom Jesus do Sul;-26.1928749693;-53.5995999695;3453;77.701;19.693;0.174;0.145;0.0;0.521;1.651;0.0;0.116
PR;Bom Sucesso;-23.707437018;-51.7644654447;5657;73.961;18.773;0.301;0.141;0.0;1.379;5.445;0.0;0.0
PR;Bom Sucesso do Sul;-26.0745371403;-52.8319762721;2782;91.014;8.16;0.0;0.0;0.0;0.539;0.288;0.0;0.0
PR;Borrazópolis;-23.9378541947;-51.5844090969;6918;81.946;15.033;0.101;0.043;0.0;0.694;2.139;0.0;0.043
PR;Braganey;-24.8148946326;-53.121073665;4285;87.211;12.252;0.0;0.0;0.0;0.0;0.537;0.0;0.0
PR;Brasilândia do Sul;-24.1938462812;-53.5240418136;3202;80.949;16.084;0.0;0.125;0.0;0.25;2.592;0.0;0.0
PR;Cafeara;-22.788235241;-51.7150055085;2331;82.282;17.503;0.0;0.0;0.0;0.0;0.215;0.0;0.0
PR;Cafelândia;-24.6156669761;-53.3249164784;16195;81.71;13.961;0.148;0.049;0.025;1.476;2.556;0.0;0.074
PR;Cafezal do Sul;-23.9047044712;-53.5110648542;3948;73.81;21.378;0.0;0.025;0.0;0.279;4.509;0.0;0.0
PR;Califórnia;-23.6661438838;-51.3580855531;7529;80.077;16.656;0.159;0.0;0.0;0.89;2.218;0.0;0.0
PR;Cambará;-23.04126648;-50.0775707226;20311;75.595;18.975;0.862;0.054;0.0;1.295;3.067;0.0;0.153
PR;Cambé;-23.281632;-51.2777284423;94176;61.632;28.993;0.922;0.396;0.0;2.906;5.078;0.034;0.039
PR;Cambira;-23.6006118802;-51.5816306134;8221;72.072;19.584;0.243;0.036;0.0;2.36;5.705;0.0;0.0
PR;Campina da Lagoa;-24.594956582;-52.8135641546;13660;75.227;21.545;0.095;0.037;0.0;0.307;2.753;0.037;0.0
PR;Campina do Simão;-25.1025784698;-51.8147865321;3374;86.9;9.188;3.112;0.059;0.0;0.415;0.326;0.0;0.0
PR;Campina Grande do Sul;-25.303247505;-49.0534658724;41069;50.108;36.027;0.509;0.487;0.0;4.271;8.598;0.0;0.0
PR;Campo Bonito;-25.0396344828;-52.9968696037;3501;82.634;15.253;0.0;0.086;0.0;0.628;1.4;0.0;0.0
PR;Campo do Tenente;-25.9810056577;-49.6903769402;6326;71.198;26.431;0.0;0.063;0.0;0.569;1.739;0.0;0.0
PR;Campo Largo;-25.4594905;-49.5288414503;118604;68.323;21.541;0.81;0.782;0.011;3.05;5.466;0.0;0.016
PR;Campo Magro;-25.3679565;-49.427664968;26141;61.731;26.759;0.811;1.526;0.038;2.731;6.388;0.015;0.0
PR;Campo Mourão;-24.0412231967;-52.3811150856;86768;62.815;28.169;0.627;0.091;0.005;1.873;5.622;0.589;0.21
PR;Cândido de Abreu;-24.5646691199;-51.3325805084;13262;78.352;18.926;0.0;0.0;0.0;0.98;1.742;0.0;0.0
PR;Candói;-25.5679318458;-52.0554464048;12723;83.149;15.012;0.165;0.055;0.0;0.762;0.739;0.094;0.024
PR;Cantagalo;-25.374317386;-52.1266876349;9355;80.534;15.895;0.0;0.064;0.396;0.898;2.149;0.0;0.064
PR;Capanema;-25.6829774174;-53.800178695;17938;76.77;19.707;0.312;0.139;0.0;0.552;2.481;0.0;0.039
PR;Capitão Leônidas Marques;-25.4794684845;-53.6172110108;12692;81.224;16.073;0.15;0.0;0.0;1.521;1.032;0.0;0.0
PR;Carambeí;-24.95087298;-50.1130915115;19583;59.991;34.239;0.342;0.056;0.0;3.702;1.67;0.0;0.0
PR;Carlópolis;-23.427723925;-49.7187235299;14658;73.448;19.791;0.0;0.041;0.0;2.674;3.977;0.0;0.068
PR;Cascavel;-24.9537975;-53.459722182;301525;64.224;24.87;1.177;0.329;0.019;2.652;6.116;0.004;0.611
PR;Castro;-24.7954175;-50.0028111278;62229;60.812;31.707;1.006;0.288;0.0;1.684;4.34;0.029;0.133
PR;Catanduvas;-25.1964932495;-53.1537063668;9020;84.191;14.246;0.111;0.0;0.0;0.41;0.931;0.0;0.111
PR;Centenário do Sul;-22.8149823509;-51.59352956;9467;70.508;22.975;0.222;0.18;0.0;1.489;4.532;0.0;0.095
PR;Cerro Azul;-24.8189473028;-49.2603168259;13864;48.882;43.898;0.0;0.115;0.0;1.269;5.431;0.0;0.404
PR;Céu Azul;-25.1497612093;-53.8572693831;9751;71.48;25.392;0.113;0.0;0.0;1.261;1.754;0.0;0.0
PR;Chopinzinho;-25.8546838488;-52.5339602075;18260;82.552;14.096;0.153;0.066;0.016;0.843;2.043;0.0;0.23
PR;Cianorte;-23.6538131528;-52.6091508906;69326;65.255;26.057;0.658;0.101;0.0;2.891;5.024;0.0;0.014
PR;Cidade Gaúcha;-23.3741973866;-52.9405251491;9895;74.907;20.0;0.051;0.172;0.0;1.354;3.517;0.0;0.0
PR;Clevelândia;-26.4052052934;-52.3529862012;12865;72.219;21.64;0.591;0.49;0.124;2.06;2.798;0.0;0.078
PR;Colombo;-25.2943402945;-49.2274379773;200402;50.113;33.747;0.545;1.141;0.052;4.033;10.295;0.017;0.056
PR;Colorado;-22.83789753;-51.9744162121;20306;70.501;23.372;0.621;0.025;0.0;1.669;3.767;0.0;0.044
PR;Congonhinhas;-23.5469021022;-50.554428047;7205;74.24;21.402;0.0;0.25;0.0;2.054;1.985;0.0;0.069
PR;Conselheiro Mairinck;-23.6215617142;-50.1717730024;3020;57.02;24.801;0.166;0.132;0.0;2.02;15.861;0.0;0.0
PR;Contenda;-25.6807663096;-49.5316118697;16504;72.564;21.443;0.709;0.412;0.0;0.891;3.466;0.0;0.515
PR;Corbélia;-24.799649516;-53.296527777;15159;79.57;16.294;0.178;0.336;0.033;1.214;2.375;0.0;0.0
PR;Cornélio Procópio;-23.1832575;-50.6514844783;40478;67.563;25.624;0.973;0.356;0.0;3.071;2.359;0.0;0.054
PR;Coronel Domingos Soares;-26.2265477684;-52.0345386762;4746;71.408;23.451;0.063;0.0;0.0;2.866;2.212;0.0;0.0
PR;Coronel Vivida;-25.9781534981;-52.5670866354;20254;72.909;21.843;0.094;0.0;0.0;1.837;3.318;0.0;0.0
PR;Corumbataí do Sul;-24.0974123852;-52.1241853004;3327;72.408;21.641;0.15;0.0;0.0;0.751;4.719;0.0;0.331
PR;Cruzeiro do Iguaçu;-25.6165692703;-53.1268226638;3593;85.054;12.051;0.083;0.083;0.0;1.225;1.503;0.0;0.0
PR;Cruzeiro do Oeste;-23.7769048607;-53.0818216076;20973;60.559;34.068;0.091;0.134;0.0;1.969;3.18;0.0;0.0
PR;Cruzeiro do Sul;-22.9651754195;-52.1639776695;3963;73.833;21.045;1.186;0.0;0.0;0.934;2.927;0.0;0.076
PR;Cruz Machado;-26.0172688782;-51.3477095246;14062;84.831;12.132;0.441;0.0;0.0;1.166;1.429;0.0;0.0
PR;Cruzmaltina;-23.9933276019;-51.444246649;2540;79.055;18.622;0.512;0.0;0.0;0.157;1.654;0.0;0.0
PR;Curitiba;-25.432956;-49.2718478851;1587476;55.464;25.516;2.708;1.338;0.007;4.787;9.963;0.092;0.124
PR;Curiúva;-24.0358255893;-50.4594055245;11843;68.521;25.787;0.0;0.008;0.0;1.461;4.146;0.0;0.076
PR;Diamante do Norte;-22.6572061502;-52.8641112387;4630;62.721;32.959;0.259;0.259;0.0;1.425;2.376;0.0;0.0
PR;Diamante do Sul;-25.0351919283;-52.6881907613;2758;73.459;22.009;1.16;0.0;0.0;0.943;2.429;0.0;0.0
PR;Diamante d'Oeste;-24.9421618556;-54.1036264277;3937;65.126;21.92;0.102;0.0;5.309;0.864;6.68;0.0;0.0
PR;Dois Vizinhos;-25.74601002;-53.0548359924;38751;79.939;15.037;0.359;0.201;0.085;0.748;3.631;0.0;0.0
PR;Douradina;-23.3819072162;-53.2964486552;7963;79.643;17.694;0.226;0.0;0.0;1.808;0.628;0.0;0.0
PR;Doutor Camargo;-23.555901327;-52.2227214971;5621;73.937;21.775;0.053;0.125;0.0;1.655;2.455;0.0;0.0
PR;Enéas Marques;-25.9407559827;-53.1661852682;5247;91.1;7.452;0.057;0.0;0.0;0.343;0.991;0.0;0.057
PR;Engenheiro Beltrão;-23.8011440704;-52.2600351548;11057;74.993;21.299;0.217;0.136;0.0;1.845;1.049;0.0;0.461
PR;Esperança Nova;-23.7246547649;-53.810495039;1639;78.707;16.595;0.0;0.0;0.0;0.305;4.393;0.0;0.0
PR;Entre Rios do Oeste;-24.7081421702;-54.2448936715;3983;71.504;25.96;0.0;0.0;0.0;0.703;1.833;0.0;0.0
PR;Espigão Alto do Iguaçu;-25.4266700617;-52.8382134987;4061;75.868;16.474;0.0;0.0;5.442;0.0;2.044;0.0;0.172
PR;Farol;-24.0990946187;-52.6262151802;2667;85.302;13.423;0.0;0.0;0.0;0.0;1.275;0.0;0.0
PR;Faxinal;-24.0039270722;-51.3201059318;14016;62.193;30.415;0.863;0.043;0.093;1.434;4.959;0.0;0.0
PR;Fazenda Rio Grande;-25.6414002187;-49.3232931947;125286;48.335;35.518;0.599;1.292;0.049;4.272;9.843;0.01;0.083
PR;Fênix;-23.9206947066;-51.984464487;3949;70.879;21.322;0.127;0.0;0.0;2.684;4.989;0.0;0.0
PR;Fernandes Pinheiro;-25.412242298;-50.5474142544;5407;78.472;18.291;0.277;0.0;0.0;0.74;1.997;0.0;0.222
PR;Figueira;-23.8434107619;-50.4092010912;7135;63.196;28.844;0.21;0.07;0.0;0.953;6.153;0.0;0.575
PR;Floraí;-23.3198456636;-52.302984373;4276;83.536;14.406;0.0;0.047;0.0;1.333;0.608;0.0;0.07
PR;Flor da Serra do Sul;-26.2552988459;-53.3085976819;3786;74.485;23.534;0.0;0.264;0.0;0.396;1.321;0.0;0.0
PR;Floresta;-23.6102671395;-52.0830848515;8924;60.97;30.603;0.056;0.078;0.045;3.362;4.886;0.0;0.0
PR;Florestópolis;-22.8591043044;-51.3838226518;9971;72.51;25.103;0.05;0.211;0.0;1.023;0.993;0.0;0.11
PR;Flórida;-23.0878019097;-51.955828091;2318;72.347;25.841;0.0;0.0;0.0;0.733;1.079;0.0;0.0
PR;Formosa do Oeste;-24.2941972137;-53.3161610107;6747;85.297;12.094;0.726;0.044;0.0;0.845;0.993;0.0;0.0
PR;Foz do Iguaçu;-25.5424932795;-54.5871024886;247225;51.708;29.421;1.457;0.912;0.035;6.918;8.647;0.019;0.884
PR;Francisco Alves;-24.0675754044;-53.8440159672;6965;68.141;25.14;0.115;0.215;0.0;2.297;3.719;0.0;0.373
PR;Francisco Beltrão;-26.07845;-53.0561357215;83717;73.199;19.08;0.516;0.308;0.0;1.863;4.949;0.065;0.02
